Postal code,District,Appartments,Type of Building,m2,Debtfree price,€/m2,Construction year,Floor,Elevator,Condition,Plot,Energy class
'00100,Studio apartment,,,,,,,,,,,
",
'28610,Liinaharja,"ak.. oh, mh, k,...",ok,"80,00",108000,1350,1955,1/1,no,average,"rent							E2018
",E2018
'28610,Musa,4h+k+ph+s+2wc+at,ok,"90,00",50000,556,1955, ,no,average,"rent							
",
'28610,,"4h, k, 2wc, khh...",ok,"127,00",217000,1709,1994,1/1,no,good,"own							
",
'28610,,5h+k+th+3xwc+at,ok,"180,00",189000,1050,1993, ,no,good,"own							
",
'28610,,4h+k+khh+kph+ 2...,ok,"127,00",215000,1693,1993, ,no,good,"rent							
",
'28660,Studio apartment,,,,,,,,,,,
'28660,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28660,"
2 rooms
",,,,,,,,,,,
'28660,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28660,3 rooms,,,,,,,,,,,
'28660,Leppäkorpi,3h+k+s,rt,"80,00",107000,1338,1987, ,no, ,"own							E2013
",E2013
'28660,Leppäkorpi,"3h,k,s",rt,"79,50",124500,1566,1989,1/1,no,good,"own							E
",E
'28660,Pietniemi,"3h, k, ph, s, wc,",rt,"64,00",97000,1516,1998,1/1,no,good,"rent							
",
'28660,Pietniemi,3h+k,rt,"79,00",103000,1304,1973, ,no,good,"own							
",
'28660,,3h+k+s+at,ok,"90,00",34000,378,1972, ,no, ,"own							
",
'28660,4 rooms or more,,,,,,,,,,,
'28660,Leppäkorpi,"4h,k,s",rt,"92,50",127500,1378,1988,1/2,no,good,"own							E
",E
'28660,Pietniemi,4h+k+khh+WC+kph+s,rt,"95,00",153167,1612,2007, ,no,good,"own							
",
'28660,Leppäkorpi,4h+k+s+kph+wc+y...,rt,"99,00",141700,1431,1990,1/1,no,good,"own							F2013
",F2013
'28660,Pietniemi,"Oh, k, rt, 3mh,...",rt,"90,00",162500,1806,2005,1/1,no,good,"own							
",
'28660,,"omakotitalo, pi...",ok,"60,00",42000,700,1962, ,no, ,"own							
",
'28660,,"oh, 3mh, k/rt, ...",ok,"158,00",238000,1506,1992,1/1,no,good,"own							
",
'28760,Studio apartment,,,,,,,,,,,
'28760,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28760,"
2 rooms
",,,,,,,,,,,
'28760,Uusiniitty,2h+k+ph+s+wc+vh,rt,"61,00",46000,754,1979, ,no,average,"own							E2013
",E2013
'28760,Uusiniitty,"1h, kk, alk, ph...",rt,"36,00",54000,1500,1988,1/1,no,good,"own							
",
'28760,Uusiniitty,"2h,k,s",rt,"61,00",64500,1057,1978,1/1,no,average,"own							D2007
",D2007
'28760,Uusiniitty,2h+k+s,rt,"62,00",66000,1065,1976,1/1,no,good,"own							E2013
",E2013
'28760,3 rooms,,,,,,,,,,,
'28760,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28760,4 rooms or more,,,,,,,,,,,
'28760,Uusiniitty,4h+k+s,rt,"89,00",112000,1258,1989, ,no,average,"own							G2013
",G2013
'28760,,3h+oh+k+kph+wc+s,ok,"62,00",100000,1613,1960, ,no, ,"own							D2018
",D2018
'28760,,"3mh, oh, k, khh...",ok,"110,00",220000,2000,2017,1/1,no,good,"rent							B2013
",B2013
'28760,,"5h,k,kph,wc,s,vh",ok,"110,00",90000,818,1971, ,no, ,"own							
",
'28800,Studio apartment,,,,,,,,,,,
'28800,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28800,"
2 rooms
",,,,,,,,,,,
'28800,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28800,3 rooms,,,,,,,,,,,
'28800,Metsämaa,"3h, k, s",rt,"72,00",93000,1292,2002,1/1,no,good,"own							D
",D
'28800,Pihlava,"3h,k,kph,lasite...",kt,"71,00",20000,282,1974,5/6,yes,good,"own							
",
'28800,Pihlava,"3h,k,kph, lasit...",kt,"80,00",18000,225,1975,2/6,yes,good,"own							F
",F
'28800,Pihlava,"3h,k",kt,"76,00",27500,362,1975,6/6,yes, ,"own							F2013
",F2013
'28800,Pihlava,"oh, 2mh, k, ph, s",rt,"80,00",63000,788,1979,1/1,no,average,"own							E
",E
'28800,Pihlava,3h+k+p,kt,"77,00",39261,510,1972,3/4,yes,average,"own							F2013
",F2013
'28800,Pihlava,3h+k+rt+wc+vh+p...,rt,"80,00",45000,563,1979,1/1,no,average,"own							E2013
",E2013
'28800,Pihlava,"3h,k",kt,"76,00",35000,461,1975,3/6,yes,good,"own							F2013
",F2013
'28800,,3-4h+k+s,ok,"97,00",86000,887,1968, ,no, ,"own							
",
'28800,,"3h, k, th, ph, ...",ok,"115,00",95000,826,1971,1/1,no,average,"own							
",
'28800,,3h+k+s,ok,"97,00",80000,825,1970, ,no, ,"own							
",
'28800,,3h+k+s,ok,"89,00",66000,742,1966, ,no, ,"own							
",
'28800,4 rooms or more,,,,,,,,,,,
'28800,Pihlava,"4h,k,s",rt,"89,00",50000,562,1975,1/2,no,good,"own							E2013
",E2013
'28800,Metsämaa,5h+k+s,ok,"110,00",80000,727,1983, ,no, ,"rent							
",
'28800,Metsämaa,"4h,k,s",ok,"99,00",110000,1111,1978, ,no,good,"rent							
",
'28800,Metsämaa,4h+k+s,ok,"111,00",88000,793,1978, ,no, ,"own							
",
'28800,,"5h,k,s",ok,"120,00",15500,129,1950,-1/2,no,average,"own							
",
'28800,,AK:.k+oh+mh+wc/...,ok,"90,00",48500,539,1950, ,no, ,"own							
",
'28800,,"3mh, oh, k, wc, s",ok,"117,00",12500,107,1950,1/2,no,poor,"own							
",
'28840,3 rooms,,,,,,,,,,,
'28840,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28840,4 rooms or more,,,,,,,,,,,
'28840,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28880,"
2 rooms
",,,,,,,,,,,
'28880,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28900,Studio apartment,,,,,,,,,,,
'28900,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'28900,"
2 rooms
",,,,,,,,,,,
'28900,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29100,"
2 rooms
",,,,,,,,,,,
'29100,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29100,3 rooms,,,,,,,,,,,
'29100,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29100,4 rooms or more,,,,,,,,,,,
'29100,Luvia,"4h,k,khh,kph,s",ok,"104,00",118000,1135,1992, ,no, ,"own							D2018
",D2018
'29100,Luvia,"4h,k,kph,s",ok,"92,00",96000,1043,1949, ,no,good,"own							
",
'29100,Luvia,"4h,k,kph,s",ok,"100,00",30000,300,1966, ,no,average,"own							
",
'29180,4 rooms or more,,,,,,,,,,,
'29180,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29200,Studio apartment,,,,,,,,,,,
'29200,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29200,"
2 rooms
",,,,,,,,,,,
'29200,Kreetala,"2h,k,s",rt,"63,00",45000,714,1975, ,no, ,"own							
",
'29200,Kaleva,"2h,k",kt,"55,00",21500,391,1969,3/3,no, ,"rent							
",
'29200,Siltala,"2h,kk,s",kt,"44,00",41500,943,1985,1/6,yes, ,"rent							F2013
",F2013
'29200,Kreetala,"2h,k",kt,"59,00",20000,339,1976,1/3,no, ,"own							F2013
",F2013
'29200,Keskusta,2h+k+s+p,kt,"61,00",76000,1246,1985, ,no,average,"own							
",
'29200,,"2h,k, kph/wc",ok,"68,00",49900,734,1928, ,no, ,"own							
",
'29200,3 rooms,,,,,,,,,,,
'29200,Kreetala,"3h,k,s",rt,"83,00",60500,729,1987, ,no, ,"own							
",
'29200,Kreetala,"3h,k",kt,"73,00",28500,390,1976,3/3,no, ,"rent							E2013
",E2013
'29200,,"3h,k,s",ok,"70,00",30000,429,1961, ,no, ,"own							
",
'29200,,"3h,k,wc",ok,"82,00",69500,848,1952, ,no,good,"own							
",
'29200,4 rooms or more,,,,,,,,,,,
'29200,Kreetala,"4h,k,s",rt,"96,00",55000,573,1976, ,no, ,"own							
",
'29200,Keskusta,"4h, k, s",rt,"144,00",123000,854,1987, ,no, ,"own							E2013
",E2013
'29200,Tuisku,"4h,k,s",rt,"114,00",87399,767,1971, ,no, ,"own							
",
'29200,Kreetala,4h+k+s,rt,"90,00",65000,722,1984, ,no,average,"own							
",
'29200,,3-4mh+oh+k+kph+...,ok,"121,00",150000,1240,1998, ,no,good,"own							
",
'29200,,"4h,k,s,",ok,"92,00",59500,647,1983, ,no, ,"own							D2018
",D2018
'29200,,"4 mh, oh, k, kh...",ok,"149,00",225000,1510,2005,1/1,no,good,"own							
",
'29200,,"4h,k,s",ok,"110,00",113000,1027,1983, ,no, ,"own							
",
'29200,,"4h,k,khh,kph",ok,"115,00",125000,1087,1940, ,no, ,"own							
",
'29200,,"4h,k,s",ok,"127,00",120600,950,1943, ,no, ,"own							
",
'29250,Studio apartment,,,,,,,,,,,
'29250,Keskusta,1h+kk,kt,"31,00",15000,484,1970, ,no,average,"rent							
",
'29250,Villilä,"1h,kk",kt,"32,00",7500,234,1953, ,no,average,"own							
",
'29250,Nakkila,"1h,kk",kt,"30,00",24500,817,1974, ,no,good,"own							
",
'29250,Keskusta,"1h,kk",rt,"36,00",30500,847,1973, ,no,good,"own							
",
'29250,,"1h,k,kph-wc",ok,"47,00",36000,766,1949, ,no,average,"own							
",
'29250,"
2 rooms
",,,,,,,,,,,
'29250,Keskusta,"2h,k,s",rt,"60,00",45000,750,1984, ,no,good,"own							
",
'29250,Nakkila,"2h,k,kph",rt,"62,00",41500,669,1965, ,no,good,"own							
",
'29250,Arantila,"2h,k,s",rt,"52,00",35000,673,1972, ,no,average,"own							
",
'29250,3 rooms,,,,,,,,,,,
'29250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29250,4 rooms or more,,,,,,,,,,,
'29250,,"3mh,k,oh,kph,s,...",ok,"117,00",83000,709,1972, ,no,good,"own							E2018
",E2018
'29250,,"4h,k,khh,kph,s,at",ok,"119,00",93000,782,1983, ,no,good,"own							
",
'29250,,"3mh,oh,rh,k,kph...",ok,"100,00",89000,890,1960, ,no,good,"own							E2018
",E2018
'29250,,"3h,k,rkh",ok,"85,00",83000,976,1959, ,no,good,"own							E2018
",E2018
'29250,,4h+k+s,ok,"134,00",110000,821,1985, ,no, ,"own							
",
'29250,,"4mh,k,oh",ok,"140,00",108000,771,1977, ,no,good,"own							
",
'29250,,"3mh,oh,k,pukuh,...",ok,"102,00",37000,363,1975, ,no,average,"own							
",
'29250,,"3mh,oh,k",ok,"119,00",85000,714,1982, ,no,good,"own							
",
'29270,4 rooms or more,,,,,,,,,,,
'29270,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29280,4 rooms or more,,,,,,,,,,,
'29280,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29310,4 rooms or more,,,,,,,,,,,
'29310,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29340,3 rooms,,,,,,,,,,,
'29340,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29350,4 rooms or more,,,,,,,,,,,
'29350,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29570,4 rooms or more,,,,,,,,,,,
'29570,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29600,Studio apartment,,,,,,,,,,,
'29600,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29600,"
2 rooms
",,,,,,,,,,,
'29600,Finby,2h+kk+s,kt,"51,00",22000,431,1979,2/3,no,average,"own							D2007
",D2007
'29600,Noormarkku,"2h,k,s",rt,"64,00",63000,984,1982, ,no,average,"own							D2013
",D2013
'29600,Noormarkku,2h+k+s+ph/wc+ak...,rt,"65,00",55000,846,1984, ,no,average,"own							G2013
",G2013
'29600,3 rooms,,,,,,,,,,,
'29600,Noormarkku,"3h, k, s",ok,"95,00",190000,2000,2016,-1/1,no,good,"rent							C
",C
'29600,Noormarkku,3H+K+S,rt,"82,00",63000,768,1984,1/1,no,average,"own							
",
'29600,Noormarkku,3H+K+S+TERASSI(...,rt,"84,50",125000,1479,1988,1/1,no,good,"own							
",
'29600,Noormarkku,3h+k+s+khh,ok,"84,00",120000,1429,2016, ,no,good,"own							
",
'29600,Noormarkku,3h+k+s+khh,ok,"84,00",75000,893,2016, ,no,good,"own							
",
'29600,4 rooms or more,,,,,,,,,,,
'29600,Noormarkku,yk.3mh+oh+rh+k+...,ok,"120,00",45000,375,1964, ,no,poor,"own							
",
'29600,Noormarkku,"oh, 3mh, k, khh...",ok,"110,00",65000,591,1965,1/1,no,average,"own							
",
'29600,Noormarkku,5h+k+s+at,ok,"117,00",190000,1624,1994, ,no,good,"own							
",
'29600,Noormarkku,"5h,k,s",ok,"120,00",57000,475,1978, ,no,average,"own							
",
'29600,Noormarkku,"as. 1: 3-4h,k,2...",ok,"141,00",130000,922,1976, ,no,good,"own							
",
'29600,Noormarkku,4h+k+kkh+s+at.,ok,"106,00",95000,896,1989, ,no,average,"own							
",
'29630,4 rooms or more,,,,,,,,,,,
'29630,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29640,"
2 rooms
",,,,,,,,,,,
'29640,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29700,3 rooms,,,,,,,,,,,
'29700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'29700,4 rooms or more,,,,,,,,,,,
'29700,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'30100,Studio apartment,,,,,,,,,,,
'30100,Linikkala,1h+kk+psh+s,rt,"35,50",42000,1183,1984,1/1,no,good,"own							E2013
",E2013
'30100,Talsoila,"1h,kk",kt,"30,00",26000,867,1970,1/3,no,good,"own							F2013
",F2013
'30100,Keskusta,"1h,kk",kt,"29,50",35000,1186,1961,2/6,yes,good,"own							G2013
",G2013
'30100,Linikkala,"1h,k",kt,"48,00",38000,792,1969,1/3,no,good,"own							D2013
",D2013
'30100,Talsoila,"1h,kk,s",rt,"29,00",27000,931,1987,1/1,no,average,"rent							E2007
",E2007
'30100,Keskusta,1h+k,kt,"33,50",42000,1254,1979,2/3,no,average,"own							D
",D
'30100,Linikkala,1h+kk,kt,"34,50",35000,1014,1962,1/3,no,good,"own							D
",D
'30100,Korkeavaha,"1h,kk",kt,"30,00",41750,1392,1974,2/6,yes,good,"own							E2013
",E2013
'30100,Korkeavaha,"1h,kk",kt,"30,00",37000,1233,1971,2/6,yes,average,"own							E2013
",E2013
'30100,Keskusta,"1h,k",kt,"35,00",40000,1143,1972,1/6,yes,average,"own							F
",F
'30100,"
2 rooms
",,,,,,,,,,,
'30100,Keskusta,"2h,kt,s",kt,"41,00",120000,2927,2017,3/4,yes,good,"own							C2013
",C2013
'30100,Keskusta,2h + k + s,kt,"60,00",174000,2900,2011,3/3,yes,good,"own							C2018
",C2018
'30100,Keskusta,"2h,k",kt,"56,00",68432,1222,1968,4/6,yes,good,"own							D2007
",D2007
'30100,Keskusta,"2h,k,s",kt,"44,00",134000,3045,2017,4/4,yes,good,"own							C2013
",C2013
'30100,Keskusta,"2h,k,s",kt,"60,00",88000,1467,1981,4/6,yes,good,"own							B2007
",B2007
'30100,Keskusta,"2h,kk",kt,"47,00",37000,787,1956,2/4,no,good,"own							E2007
",E2007
'30100,Keskusta,2h+kk,kt,"47,00",66000,1404,1990,2/6,yes,good,"own							F2013
",F2013
'30100,Lamminranta,"2h,k,s",rt,"65,00",75000,1154,1976,1/1,no,good,"own							D2007
",D2007
'30100,Keskusta,"2h,k",kt,"52,00",62000,1192,1963,3/6,yes, ,"own							F2013
",F2013
'30100,Talsoila,"2h,kk",kt,"46,00",39500,859,1963,4/4,yes, ,"own							F2013
",F2013
'30100,Ojalanmäki,"2h,k,s",rt,"60,00",70000,1167,1984,1/1,no,good,"own							
",
'30100,Keskusta,"2h,kk,kh",kt,"47,00",26742,569,1956,4/5,no, ,"own							E2007
",E2007
'30100,Keskusta,"2h,k",kt,"56,00",59000,1054,1968,2/6,yes,average,"own							D2007
",D2007
'30100,Paavola,"2h,bk,s",rt,"41,00",52500,1280,1991,1/1,no,good,"own							F2013
",F2013
'30100,Keskusta,"2h,k",kt,"58,50",68345,1168,1975,5/6,yes,average,"own							F
",F
'30100,Keskusta,"2h,k,s",kt,"59,50",85000,1429,1981,2/6,yes,good,"own							B
",B
'30100,Keskusta,"2h,kk,s",kt,"51,00",71000,1392,1981,3/6,yes, ,"own							B2007
",B2007
'30100,Talsoila,"2h,k",kt,"55,00",54000,982,1963,3/6,yes,good,"own							D2007
",D2007
'30100,Korkeavaha,"2h,k",kt,"60,00",72229,1204,1971,6/6,yes, ,"own							D2007
",D2007
'30100,Keskusta,"2h,kt,s",kt,"59,00",149000,2525,2017,1/4,yes,good,"own							C2013
",C2013
'30100,Keskusta,"2 h, k, s",rt,"66,50",112000,1684,2007,1/1,no,good,"own							D
",D
'30100,Keskusta,"2h,kk,s",kt,"52,00",67500,1298,1982,1/6,yes,average,"own							D2007
",D2007
'30100,3 rooms,,,,,,,,,,,
'30100,Keskusta,"3h,k,s",kt,"74,00",79000,1068,1979,1/3,no,average,"rent							F2013
",F2013
'30100,Keskusta,"3h,k,s",kt,"74,00",50000,676,1984,3/3,no,average,"own							F2013
",F2013
'30100,Vieremä,,rt,"80,00",108000,1350,1992,1/2,no,good,"own							B
",B
'30100,Keskusta,"3h,k,s",kt,"74,00",95000,1284,1979,1/3,no,good,"own							F2013
",F2013
'30100,,"3h,k,s,ak",ok,"89,00",157000,1764,2005, ,no, ,"own							
",
'30100,4 rooms or more,,,,,,,,,,,
'30100,Linikkala,"4h,k,th,s",ok,"105,00",86000,819,1977, ,no,average,"own							
",
'30100,Korkeavaha,4h + k + rh,kt,"99,00",125000,1263,1971,4/6,yes,good,"own							D2007
",D2007
'30100,Keskusta,"5h,k,s",rt,"99,00",121000,1222,1980,1/2,no,average,"own							D2018
",D2018
'30100,Linikkala,"5h,k,khh,s,at,ak",ok,"116,00",199000,1716,2002, ,no,good,"own							
",
'30100,Linikkala,"5h,k,khh,s,at",ok,"130,00",189000,1454,1997, ,no,good,"own							
",
'30100,Vieremä,4h+k+s,rt,"102,00",82000,804,1981,1/2,no,average,"own							E2018
",E2018
'30100,Vieremä,"4H,K,S",rt,"92,00",102000,1109,1981,1/2,no,good,"own							E2013
",E2013
'30100,Vieremä,"4h,k,s",rt,"93,00",115000,1237,1992,1/2,no,good,"own							D2007
",D2007
'30100,Talsoila,"4h,k",kt,"84,00",85000,1012,1963,6/6,yes,good,"own							D2007
",D2007
'30100,Lamminranta,"4h,k,s",rt,"100,00",132583,1326,1978, ,no,good,"own							E2013
",E2013
'30100,Keskusta,"5h, k, s",rt,"93,50",115000,1230,1980,1/2,no,good,"own							D
",D
'30100,Vieremä,"4h,k,s",rt,"102,00",98000,961,1981,1/2,no,good,"own							E2013
",E2013
'30100,Keskusta,"4h,k",kt,"94,00",75000,798,1967,3/6,yes, ,"own							D2007
",D2007
'30100,,4 makuuhuonetta...,ok,"135,00",195000,1444,2006,1/1,no,good,"own							
",
'30100,,väljä...,ok,"154,00",245000,1591,2013,1/1,no,good,"own							A2007
",A2007
'30100,4 rooms or more,,,,,,,,,,,
'30100,,"4h,k,s,autotalli",ok,"89,00",55000,618,1959, ,no,average,"own							
",
'30100,,"7h,ak,aula,saun...",ok,"277,00",240000,866,1866, ,no, ,"own							
",
'30100,,3 makuuhuonetta...,ok,"114,00",78000,684,1969,1/1,no,average,"own							
",
'30100,,"4h,k,kh,s,wc",ok,"112,00",116000,1036,1975, ,no,average,"own							
",
'30100,,"5h,k,s",ok,"116,00",87000,750,1976, ,no,average,"own							
",
'30100,,"4h,k,s,at,varasto",ok,"115,00",113000,983,1974, ,no, ,"own							D2013
",D2013
'30300,Studio apartment,,,,,,,,,,,
'30300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'30300,"
2 rooms
",,,,,,,,,,,
'30300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'30300,3 rooms,,,,,,,,,,,
'30300,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'30420,Studio apartment,,,,,,,,,,,
'30420,Kuhala,"1 h, k",kt,"32,00",44520,1391,1986,5/5,yes,good,"own							E
",E
'30420,Keskusta,"1h,kk",kt,"30,00",31755,1059,1975,9/9,yes, ,"own							B2007
",B2007
'30420,Kuhala,"1h,k",kt,"38,00",45000,1184,1974,4/5,yes,average,"own							C2007
",C2007
'30420,"
2 rooms
",,,,,,,,,,,
'30420,Tölö,"2h,k,s",kt,"60,00",80000,1333,1987,2/6,yes,good,"own							B2007
",B2007
'30420,Tölö,"2h,k,s",rt,"63,00",66000,1048,1994,1/1,no,average,"own							E2007
",E2007
'30420,Paavola,"2h,k,s",rt,"59,00",83500,1415,1990,1/1,no,average,"own							D2013
",D2013
'30420,Tölö,"2h,k",kt,"58,00",42000,724,1981,6/7,yes,poor,"own							B2007
",B2007
'30420,Talsoila,2h+k+kph,kt,"38,00",42500,1118,1953,2/3,no,good,"own							F2013
",F2013
'30420,Tölö,"2h, k",kt,"59,00",40000,678,1978,4/9,yes,average,"own							C2007
",C2007
'30420,Kuhala,"2h,k,s",kt,"64,00",76500,1195,1992,2/4,yes,good,"own							D2007
",D2007
'30420,Talsoila,2h+k+psh+s,rt,"48,00",105000,2188,2006,1/1,no,good,"own							D
",D
'30420,Talsoila,"2h,k,s + autokatos",rt,"58,00",102000,1759,2006,1/1,no,good,"own							D2007
",D2007
'30420,3 rooms,,,,,,,,,,,
'30420,Talsoila,"3h,k",kt,"74,00",18000,243,1954,1/4,no, ,"own							F2013
",F2013
'30420,Tölö,"3h,k",kt,"76,00",49000,645,1978,3/9,yes,average,"own							C2007
",C2007
'30420,Kuhala,"3h,k,s",kt,"75,00",123000,1640,2004,2/2,no,good,"own							
",
'30420,Talsoila,3h+k+s,kt,"75,50",96000,1272,1981,3/5,yes,good,"own							C
",C
'30420,Tölö,"3h,k",kt,"76,00",66000,868,1979,2/7,yes, ,"own							B2013
",B2013
'30420,Tölö,"3h,k",kt,"76,00",78000,1026,1977,1/9,yes,good,"own							B2007
",B2007
'30420,Tölö,"3h,k",kt,"77,00",48000,623,1977,1/7,yes,average,"own							A2007
",A2007
'30420,,"3h,k,khh,s",ok,"105,00",110000,1048,1950, ,no, ,"own							
",
'30420,4 rooms or more,,,,,,,,,,,
'30420,,"4h,k,s,at",ok,"102,00",64000,627,1951, ,no,average,"own							
",
'30420,,"4h,k,s,var,at",ok,"150,00",80000,533,1972, ,no,average,"own							
",
'30420,,"4h,k,khh,s",ok,"105,00",140000,1333,1987, ,no,good,"own							
",
'30420,,"4h,k,s",ok,"60,00",56000,933,1950, ,no, ,"own							E2018
",E2018
'31140,"
2 rooms
",,,,,,,,,,,
'31140,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'31160,3 rooms,,,,,,,,,,,
'31160,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'31250,3 rooms,,,,,,,,,,,
'31250,"There are fewer than three results, so no results are displayed.",,,,,,,,,,,
'31300,Studio apartment,,,,,,,,,,,
'31300,Keskusta,"1h,kk",kt,"33,00",36500,1106,1978,3/3,yes,average,"own							C2007
",C2007
'31300,Keskusta,"1h,kk",kt,"32,00",27000,844,1969,2/3,no,good,"own							D2007
",D2007
'31300,Tammela,"1h,k,s",rt,"37,00",41500,1122,1989,1/1,no,average,"own							F2013
",F2013
'31300,"
2 rooms
",,,,,,,,,,,
'31300,Keskusta,"2h, k, s",rt,"63,00",189000,3000,2019,1/1,no,good,"own							
",
'31300,Keskusta,"2h,k,s",rt,"48,00",57000,1188,1989,1/1,no,average,"own							E2013
",E2013
'31300,Keskusta,"2h, k, s",rt,"55,00",165000,3000,2019,1/1,no,good,"own							
",
'31300,3 rooms,,,,,,,,,,,
'31300,Hevoniemi,"3h,k,th,s",rt,"120,00",138000,1150,1974,1/2,no,good,"own							C2007
",C2007
'31300,,"3h,k,s",ok,"80,00",57500,719,1928, ,no,poor,"own							
",
'31300,,"3h,k,psh,s,wc,vh",ok,"80,50",92000,1143,1986,1/1,no,average,"own							
",
'31300,,"1h,k,ph,s,2 kes...",ok,"78,00",31000,397,1933, ,no,poor,"own							
",
'31300,4 rooms or more,,,,,,,,,,,
'31300,Keskusta,"4h,k,s",kt,"97,00",94000,969,1978,3/4,yes,average,"own							C2007
",C2007
'31300,,"5h, k, s",ok,"127,00",92000,724,1948, ,no,average,"own							
",
'31300,,"4h, k, th, khh, s",ok,"159,00",154000,969,1986, ,no,good,"own							
",
'31400,Studio apartment,,,,,,,,,,,
'31400,Pappila,"1h,k,s",rt,"35,00",37000,1057,1975,1/1,no, ,"own							E2007
",E2007
'31400,Joensuu,"1h,kk,alk",kt,"33,00",32000,970,1974,3/3,no, ,"own							F2013
",F2013
'31400,Jaatila,"Oh,kt,makuualko...",rt,"41,00",38000,927,1986,1/1,no, ,"own							A2007
",A2007
'31400,Joensuu,"1h,kk,p",kt,"33,00",38000,1152,1971,2/3,yes, ,"own							F2013
",F2013
'31400,"
2 rooms
",,,,,,,,,,,
'31400,Joensuu,"2h,k,wc/ph,s,et...",rt,"63,00",79000,1254,1989,1/1,no, ,"own							D2007
",D2007
'31400,Joensuu,"2h,k,s",kt,"60,00",55436,924,1983,2/3,no, ,"own							C2018
",C2018
'31400,Joensuu,"2h,k,s+autotall...",rt,"63,00",64000,1016,1982,1/1,no,average,"own							E2013
",E2013
'31400,Joensuu,2h+k+s,rt,"63,00",75200,1194,1985,1/1,no,good,"own							D2007
",D2007
'31400,Joensuu,"2h,k,s",rt,"62,00",72000,1161,1984, ,no, ,"own							E2018
",E2018
'31400,Joensuu,"2h,k,s",rt,"58,00",63000,1086,1989,1/1,no, ,"own							E2007
",E2007
'31400,3 rooms,,,,,,,,,,,
'31400,Joensuu,"3h,k,s",rt,"77,00",75000,974,1976,1/1,no, ,"own							E2013
",E2013
'31400,Jaatila,"3h,k,wc,ph,s,et...",rt,"75,00",83500,1113,1986,1/1,no, ,"own							A2007
